"","Date","Individual","Foreigner","Institution"
"3192","06.08.17","-2,775","403","2,372"
"3193","06.08.16","-1,933","-1,569","3,501"
"3194","06.08.14","-558","-2,598","3,155"
"3195","06.08.11","1,226","-2,449","1,222"
"3196","06.08.10","2,734","-885","-1,849"
"3197","06.08.09","-706","-852","1,559"
"3198","06.08.08","-1,682","-3,064","4,746"
"3199","06.08.07","922","803","-1,725"
"3200","06.08.04","-940","-1,336","2,275"
"3201","06.08.03","367","208","-575"
"3202","06.08.02","731","-2,152","1,421"
"3203","06.08.01","-305","-1,696","2,001"
"3204","06.07.31","-101","1,131","-1,030"
"3205","06.07.28","-417","-787","1,203"
"3206","06.07.27","-2,009","-2,333","4,342"
"3207","06.07.26","-580","-38","619"
"3208","06.07.25","-2,968","-865","3,833"
"3209","06.07.24","1,849","-2,373","524"
"3210","06.07.21","-281","-672","953"
"3211","06.07.20","-1,591","-1,218","2,809"
"3212","06.07.19","19","-1,183","1,164"
"3213","06.07.18","65","-876","811"
"3214","06.07.14","2,887","-962","-1,925"
"3215","06.07.13","1,392","-674","-718"
"3216","06.07.12","454","-1,725","1,270"
"3217","06.07.11","731","-443","-287"
"3218","06.07.10","-1,794","-2,921","4,715"
"3219","06.07.07","-84","561","-477"
"3220","06.07.06","1,608","-791","-818"
"3221","06.07.05","-690","-144","834"
"3222","06.07.04","584","530","-1,114"
"3223","06.07.03","1,281","-35","-1,246"
"3224","06.06.30","-3,446","2,013","1,432"
"3225","06.06.29","-1,565","-1,831","3,396"
"3226","06.06.28","994","-1,329","335"
"3227","06.06.27","61","-458","397"
"3228","06.06.26","-149","-1,833","1,982"
"3229","06.06.23","866","-1,266","401"
"3230","06.06.22","-381","-154","535"
"3231","06.06.21","1,595","-2,005","411"
"3232","06.06.20","1,357","-629","-728"
"3233","06.06.19","596","-376","-219"
"3234","06.06.16","-2,375","-485","2,860"
"3235","06.06.15","1,471","-1,136","-335"
"3236","06.06.14","106","-5,106","5,000"
"3237","06.06.13","939","-1,651","712"
"3238","06.06.12","149","-2,480","2,331"
"3239","06.06.09","2,808","-5,369","2,560"
"3240","06.06.08","2,701","-1,415","-1,286"
"3241","06.06.07","-1,296","-2,268","3,564"
"3242","06.06.05","-17","1,031","-1,014"
"3243","06.06.02","-1,071","-488","1,559"
"3244","06.06.01","-429","614","-185"
"3245","06.05.30","-996","998","-2"
"3246","06.05.29","-544","1,439","-895"
"3247","06.05.26","-1,086","-835","1,921"
"3248","06.05.25","1,574","-2,345","771"
"3249","06.05.24","-193","-3,779","3,972"
"3250","06.05.23","-493","-6,681","7,173"
"3251","06.05.22","902","-989","87"
"3252","06.05.19","2,502","-4,690","2,188"
"3253","06.05.18","1,957","-4,129","2,172"
"3254","06.05.17","-953","-1,069","2,023"
"3255","06.05.16","1,965","-3,575","1,609"
"3256","06.05.15","2,594","-3,131","536"
"3257","06.05.12","3,351","-854","-2,497"
"3258","06.05.11","560","-3,069","2,509"
"3259","06.05.10","-251","-259","510"
"3260","06.05.09","-727","1,362","-634"
"3261","06.05.08","-233","-32","264"
"3262","06.05.04","696","-1,136","440"
"3263","06.05.03","-23","-932","955"
"3264","06.05.02","664","-1,694","1,030"
"3265","06.04.28","2,747","-1,744","-1,003"
"3266","06.04.27","885","-6,899","6,013"
"3267","06.04.26","-1,206","-2,596","3,802"
"3268","06.04.25","446","-4,891","4,445"
"3269","06.04.24","2,540","128","-2,668"
"3270","06.04.21","-1,493","1,150","343"
"3271","06.04.20","519","-244","-275"
"3272","06.04.19","-2,271","3,158","-888"
"3273","06.04.18","-1,347","-1,100","2,447"
"3274","06.04.17","1,379","560","-1,938"
"3275","06.04.14","-3,743","691","3,052"
"3276","06.04.13","634","-1,821","1,187"
"3277","06.04.12","901","-1,809","908"
"3278","06.04.11","890","8,942","-9,831"
"3279","06.04.10","-735","-1,286","2,022"
"3280","06.04.07","-553","551","2"
"3281","06.04.06","-2,680","1,250","1,430"
"3282","06.04.05","-1,680","3,234","-1,554"
"3283","06.04.04","-2,255","4,971","-2,716"
"3284","06.04.03","-3,387","2,412","975"
"3285","06.03.31","-2,991","1,127","1,865"
"3286","06.03.30","-1,554","-387","1,941"
"3287","06.03.29","-1,810","-837","2,648"
"3288","06.03.28","-1,544","1,163","381"
"3289","06.03.27","-1,972","1,245","727"
"3290","06.03.24","-1,451","410","1,040"
"3291","06.03.23","920","1,139","-2,059"
"3292","06.03.22","3,196","512","-3,708"
"3293","06.03.21","523","857","-1,380"
"3294","06.03.20","-1,246","-676","1,922"
"3295","06.03.17","-877","-5","882"
"3296","06.03.16","-2,318","1,266","1,052"
"3297","06.03.15","-1,510","-777","2,287"
"3298","06.03.14","1,037","2,018","-3,055"
"3299","06.03.13","-1,050","441","608"
"3300","06.03.10","572","302","-874"
"3301","06.03.09","1,751","-3,093","1,341"
"3302","06.03.08","1,082","-4,821","3,739"
"3303","06.03.07","1,391","-1,303","-88"
"3304","06.03.06","0","-2,236","2,236"
"3305","06.03.03","3,910","-1,461","-2,449"
"3306","06.03.02","51","-248","198"
"3307","06.02.28","-359","0","359"
"3308","06.02.27","-394","807","-413"
"3309","06.02.24","-1,553","59","1,493"
"3310","06.02.23","-3,474","114","3,360"
"3311","06.02.22","1,838","859","-2,697"
"3312","06.02.21","195","-1,527","1,331"
"3313","06.02.20","-2,181","-1,114","3,295"
"3314","06.02.17","-3,031","1,820","1,211"
"3315","06.02.16","-2,499","-219","2,719"
"3316","06.02.15","2,720","-1,343","-1,376"
"3317","06.02.14","-476","-3,811","4,287"
"3318","06.02.13","1,877","651","-2,528"
"3319","06.02.10","-611","-53","664"
"3320","06.02.09","1,400","477","-1,877"
"3321","06.02.08","824","-1,506","683"
"3322","06.02.07","-192","-297","489"
"3323","06.02.06","877","-777","-100"
"3324","06.02.03","2,214","557","-2,771"
"3325","06.02.02","1,421","-1,463","42"
"3326","06.02.01","-1,770","1,421","349"
"3327","06.01.31","-1,673","3,010","-1,337"
"3328","06.01.27","-2,256","1,604","652"
"3329","06.01.26","171","2,179","-2,350"
"3330","06.01.25","712","6,481","-7,193"
"3331","06.01.24","-664","3,206","-2,542"
"3332","06.01.23","-5,209","963","4,246"
"3333","06.01.20","-1,958","4,622","-2,664"
"3334","06.01.19","-988","835","153"
"3335","06.01.18","1,185","-3,107","1,922"
"3336","06.01.17","1,041","960","-2,001"
"3337","06.01.16","-865","-851","1,717"
"3338","06.01.13","-796","-416","1,211"
"3339","06.01.12","-700","1,632","-932"
"3340","06.01.11","-380","-2,158","2,538"
"3341","06.01.10","530","834","-1,364"
"3342","06.01.09","627","-1,540","913"
"3343","06.01.06","-1,693","113","1,580"
"3344","06.01.05","-2,203","865","1,338"
"3345","06.01.04","-2,311","1,876","434"
"3346","06.01.03","1,162","-62","-1,100"
"3347","06.01.02","-1,578","394","1,183"
"3348","05.12.29","-1,578","394","1,183"
"3349","05.12.28","700","-1,249","549"
"3350","05.12.27","-1,603","28","1,575"
"3351","05.12.26","-459","-852","1,311"
"3352","05.12.23","311","-943","633"
"3353","05.12.22","861","-183","-678"
"3354","05.12.21","-15","-304","319"
"3355","05.12.20","128","-1,155","1,027"
"3356","05.12.19","-1,128","-2,872","4,001"
"3357","05.12.16","1,517","-1,647","129"
"3358","05.12.15","576","-2,427","1,851"
"3359","05.12.14","1,175","1,229","-2,404"
"3360","05.12.13","34","-1,246","1,212"
"3361","05.12.12","-2,123","-2,905","5,028"
"3362","05.12.09","81","-2,524","2,443"
"3363","05.12.08","1,290","-1,494","204"
"3364","05.12.07","990","-215","-775"
"3365","05.12.06","-965","582","383"
"3366","05.12.05","-842","1,066","-224"
"3367","05.12.02","-1,973","3,639","-1,666"
"3368","05.12.01","-493","-215","708"
"3369","05.11.30","-2,197","-978","3,175"
"3370","05.11.29","1,106","-760","-345"
"3371","05.11.28","-126","-300","426"
"3372","05.11.25","49","-1,285","1,236"
"3373","05.11.24","-372","585","-213"
"3374","05.11.23","-1,788","-443","2,231"
"3375","05.11.22","2,946","-1,949","-997"
"3376","05.11.21","622","146","-767"
"3377","05.11.18","-273","1,256","-983"
"3378","05.11.17","-66","153","-87"
"3379","05.11.16","-721","-624","1,345"
"3380","05.11.15","914","-779","-136"
"3381","05.11.14","-778","1,786","-1,008"
"3382","05.11.11","-3,900","333","3,567"
"3383","05.11.10","-482","-939","1,421"
"3384","05.11.09","-2,018","-412","2,431"
"3385","05.11.08","-1,138","-523","1,662"
"3386","05.11.07","-85","80","5"
"3387","05.11.04","-2,490","795","1,695"
"3388","05.11.03","-2,597","1,191","1,405"
"3389","05.11.02","-3,044","398","2,646"
"3390","05.11.01","-1,825","2,403","-578"
"3391","05.10.31","-527","-909","1,436"
"3392","05.10.28","3,095","-557","-2,538"
"3393","05.10.27","1,865","72","-1,937"
"3394","05.10.26","2,460","-648","-1,813"
"3395","05.10.25","641","-907","266"
"3396","05.10.24","581","-214","-367"
"3397","05.10.21","-3,274","-2,383","5,657"
"3398","05.10.20","-1,483","-1,473","2,956"
"3399","05.10.19","1,180","-2,774","1,594"
"3400","05.10.18","-1,671","-1,982","3,653"
"3401","05.10.17","-535","-978","1,514"
"3402","05.10.14","2,011","-2,251","240"
"3403","05.10.13","7,044","-878","-6,165"
"3404","05.10.12","2,270","-466","-1,804"
"3405","05.10.11","-1,708","-632","2,340"
"3406","05.10.10","-3,122","-1,177","4,299"
"3407","05.10.07","225","-4,171","3,946"
"3408","05.10.06","4,085","-2,077","-2,008"
"3409","05.10.05","2,067","4","-2,071"
"3410","05.10.04","-916","-2,212","3,129"
"3411","05.09.30","-718","-339","1,057"
"3412","05.09.29","-1,010","-521","1,532"
"3413","05.09.28","-733","-466","1,199"
"3414","05.09.27","-332","-634","966"
"3415","05.09.26","-1,821","-2,817","4,638"
"3416","05.09.23","1,828","-2,182","353"
"3417","05.09.22","579","-1,218","639"
"3418","05.09.21","-681","822","-142"
"3419","05.09.20","1,150","-688","-461"
"3420","05.09.16","1,135","-1,277","142"
"3421","05.09.15","1,455","-498","-958"
"3422","05.09.14","-49","-1,590","1,639"
"3423","05.09.13","537","748","-1,285"
"3424","05.09.12","-43","1,505","-1,462"
"3425","05.09.09","173","-1,260","1,087"
"3426","05.09.08","-663","14","649"
"3427","05.09.07","-2,117","472","1,645"
"3428","05.09.06","-2,725","-873","3,598"
"3429","05.09.05","-144","338","-194"
"3430","05.09.02","-2,754","1,307","1,446"
"3431","05.09.01","-2,168","816","1,352"
"3432","05.08.31","-908","-214","1,122"
"3433","05.08.30","427","-393","-34"
"3434","05.08.29","-128","859","-732"
"3435","05.08.26","-448","-278","726"
"3436","05.08.25","646","-2,538","1,891"
"3437","05.08.24","2,805","-63","-2,743"
"3438","05.08.23","377","-3,534","3,157"
"3439","05.08.22","-1,655","-1,453","3,108"
"3440","05.08.19","17","-353","336"
"3441","05.08.18","801","-641","-159"
"3442","05.08.17","200","-1,984","1,784"
"3443","05.08.16","248","-518","270"
"3444","05.08.12","229","125","-354"
"3445","05.08.11","-844","218","625"
"3446","05.08.10","22","675","-697"
"3447","05.08.09","-71","-1,006","1,077"
"3448","05.08.08","-699","-878","1,577"
"3449","05.08.05","-1,777","-505","2,282"
"3450","05.08.04","-1,220","-446","1,666"
"3451","05.08.03","-207","219","-12"
"3452","05.08.02","-744","926","-182"
"3453","05.08.01","-57","792","-734"
"3454","05.07.29","-719","683","35"
"3455","05.07.28","-612","1,148","-536"
"3456","05.07.27","-315","-110","425"
"3457","05.07.26","-850","679","171"
"3458","05.07.25","-2,185","-502","2,687"
"3459","05.07.22","-1,811","-834","2,645"
"3460","05.07.21","776","443","-1,220"
"3461","05.07.20","-1,670","1,631","39"
"3462","05.07.19","-140","-340","480"
"3463","05.07.18","439","-1,041","602"
"3464","05.07.15","-787","1,353","-566"
"3465","05.07.14","-2,164","1,670","494"
"3466","05.07.13","-1,373","728","645"
"3467","05.07.12","-1,283","3,044","-1,761"
"3468","05.07.11","-1,837","1,166","670"
"3469","05.07.08","-940","1,643","-703"
"3470","05.07.07","-1,541","805","736"
"3471","05.07.06","-292","759","-467"
"3472","05.07.05","-504","1,002","-497"
"3473","05.07.04","-322","1,080","-758"
"3474","05.07.01","-1,043","1,153","-110"
"3475","05.06.30","-1,858","442","1,417"
"3476","05.06.29","-1,355","-556","1,911"
"3477","05.06.28","-836","617","219"
"3478","05.06.27","1,002","469","-1,471"
"3479","05.06.24","297","30","-327"
"3480","05.06.23","-1,029","909","120"
"3481","05.06.22","-645","-1,260","1,905"
"3482","05.06.21","-54","-1,569","1,623"
"3483","05.06.20","131","121","-252"
"3484","05.06.17","-602","12","589"
"3485","05.06.16","-892","-372","1,264"
"3486","05.06.15","-1,688","-847","2,535"
"3487","05.06.14","-421","-338","759"
"3488","05.06.13","-171","316","-145"
"3489","05.06.10","-524","-275","800"
"3490","05.06.09","-747","-139","886"
"3491","05.06.08","-1,644","-753","2,396"
"3492","05.06.07","-107","719","-612"
"3493","05.06.03","-1,319","1,035","283"
"3494","05.06.02","-1,360","1,633","-273"
"3495","05.06.01","-755","256","499"
"3496","05.05.31","-1,100","79","1,022"
"3497","05.05.30","-976","485","491"
"3498","05.05.27","-2,958","-86","3,044"
"3499","05.05.26","-47","-1,470","1,517"
"3500","05.05.25","-1,037","1,036","0"
"3501","05.05.24","-560","-493","1,052"
"3502","05.05.23","-285","-522","808"
"3503","05.05.20","-1,446","1,230","216"
"3504","05.05.19","-3,520","-124","3,643"
"3505","05.05.18","-1,083","-271","1,354"
"3506","05.05.17","-515","115","400"
"3507","05.05.16","-758","-200","957"
"3508","05.05.13","-85","55","31"
"3509","05.05.12","-128","-701","829"
"3510","05.05.11","-232","423","-192"
"3511","05.05.10","-819","-63","881"
"3512","05.05.09","-216","1,058","-841"
"3513","05.05.06","-1,684","1,333","351"
"3514","05.05.04","-550","-931","1,481"
"3515","05.05.03","208","12","-219"
"3516","05.05.02","-513","83","429"
"3517","05.04.29","-807","-865","1,671"
"3518","05.04.28","348","-1,254","906"
"3519","05.04.27","1,317","-306","-1,011"
"3520","05.04.26","-977","543","434"
"3521","05.04.25","-614","-475","1,088"
"3522","05.04.22","-1,274","716","559"
"3523","05.04.21","-522","-973","1,496"
"3524","05.04.20","521","754","-1,274"
"3525","05.04.19","615","-440","-174"
"3526","05.04.18","-450","-389","839"
"3527","05.04.15","1,633","144","-1,776"
"3528","05.04.14","4,340","883","-5,223"
"3529","05.04.13","114","-406","292"
"3530","05.04.12","605","190","-795"
"3531","05.04.11","739","-155","-584"
"3532","05.04.08","-168","-1,069","1,237"
"3533","05.04.07","-979","15","964"
"3534","05.04.06","-591","-331","922"
"3535","05.04.04","51","73","-125"
"3536","05.04.01","-1,610","102","1,509"
"3537","05.03.31","-659","215","444"
"3538","05.03.30","568","-2,076","1,507"
"3539","05.03.29","1,364","-210","-1,154"
"3540","05.03.28","-947","-1,143","2,089"
"3541","05.03.25","-536","-628","1,164"
"3542","05.03.24","514","-2,300","1,786"
"3543","05.03.23","887","-996","109"
"3544","05.03.22","-104","-1,148","1,252"
"3545","05.03.21","-924","-370","1,294"
"3546","05.03.18","-1,914","-841","2,755"
"3547","05.03.17","-116","-1,402","1,518"
"3548","05.03.16","-706","-2,025","2,731"
"3549","05.03.15","2,428","-30","-2,398"
"3550","05.03.14","1,196","-291","-904"
"3551","05.03.11","-1,972","-1,905","3,877"
"3552","05.03.10","2,346","-1,647","-699"
"3553","05.03.09","-1,739","-1,375","3,114"
"3554","05.03.08","432","-957","525"
"3555","05.03.07","827","-102","-725"
"3556","05.03.04","-296","-428","724"
"3557","05.03.03","772","-1,467","695"
"3558","05.03.02","2,399","385","-2,784"
"3559","05.02.28","-365","2,884","-2,519"
"3560","05.02.25","-1,315","1,465","-150"
"3561","05.02.24","-1,046","-85","1,131"
"3562","05.02.23","-615","-796","1,411"
"3563","05.02.22","177","1,316","-1,494"
"3564","05.02.21","3,425","1,848","-5,273"
"3565","05.02.18","-1,011","600","412"
"3566","05.02.17","-587","474","113"
"3567","05.02.16","-122","1,195","-1,073"
"3568","05.02.15","122","1,053","-1,175"
"3569","05.02.14","-2,181","913","1,268"
"3570","05.02.11","662","1,004","-1,666"
"3571","05.02.07","-1,886","1,793","93"
"3572","05.02.04","-938","-31","969"
"3573","05.02.03","-1,224","402","822"
"3574","05.02.02","365","-336","-28"
"3575","05.02.01","814","955","-1,769"
"3576","05.01.31","-1,202","-468","1,670"
"3577","05.01.28","-15","-745","760"
"3578","05.01.27","-417","260","157"
"3579","05.01.26","-1,862","694","1,168"
"3580","05.01.25","74","408","-481"
"3581","05.01.24","-401","1,240","-839"
"3582","05.01.21","-161","-1,518","1,678"
"3583","05.01.20","605","-199","-406"
"3584","05.01.19","337","-258","-79"
"3585","05.01.18","-434","1,047","-613"
"3586","05.01.17","-2,578","3,273","-695"
"3587","05.01.14","-3,914","1,892","2,022"
"3588","05.01.13","-533","-269","802"
"3589","05.01.12","16","966","-982"
"3590","05.01.11","-648","-35","682"
"3591","05.01.10","150","440","-590"
"3592","05.01.07","1,143","178","-1,321"
"3593","05.01.06","858","-6","-852"
"3594","05.01.05","10","246","-256"
"3595","05.01.04","-63","397","-334"
"3596","05.01.03","-488","995","-507"
